gene_symbol	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
ACTBL2	5	57480018	2793	#73af42	actin beta like 2	180	8	9	-1		1620	1543	77
MIR33A	22	41900944	68	#73af42	microRNA 33a	180	6	7	-1		4574	3746	828
UGT1A1	2	233760270	13030	#73af42	UDP glucuronosyltransferase family 1 member A1	180	9	10	-1		395	1106	-711
MYO5B	18	49822790	372357	#73af42	myosin VB	180	8	9	-1		1620	1543	77
DNAJB3	2	233742750	1248	#73af42	DnaJ heat shock protein family (Hsp40) member B3	180	6	7	-1		4574	3746	828
COA3	17	42797625	1079	#73af42	cytochrome c oxidase assembly factor 3	180	6	7	-1		4574	3746	828
MRPL15	8	54135241	13273	#73af42	mitochondrial ribosomal protein L15	180	6	7	-1		4574	3746	828
H3C6	6	26225155	461	#73af42	H3 clustered histone 6	180	6	7	-1		4574	3746	828
H3C3	6	26045411	458	#73af42	H3 clustered histone 3	180	6	7	-1		4574	3746	828
H3C4	6	26196784	2509	#73af42	H3 clustered histone 4	180	6	7	-1		4574	3746	828
GALNT10	5	154190733	230250	#73af42	polypeptide N-acetylgalactosaminyltransferase 10	180	4	5	-1		6724	8822	-2098
MIR192	11	64891137	109	#73af42	microRNA 192	180	6	7	-1		4574	3746	828
H3C11	6	27871845	476	#73af42	H3 clustered histone 11	180	6	7	-1		4574	3746	828
H4C6	6	26240426	367	#73af42	H4 clustered histone 6	180	6	7	-1		4574	3746	828
TIMM44	19	7926718	16948	#73af42	translocase of inner mitochondrial membrane 44	180	9	10	-1		395	1106	-711
BNIP3	10	131967683	14330	#73af42	BCL2 interacting protein 3	180	8	9	-1		1620	1543	77
BRF2	8	37843268	6593	#73af42	BRF2 RNA polymerase III transcription initiation factor subunit	180	6	7	-1		4574	3746	828
TRPV2	17	16415571	21432	#73af42	transient receptor potential cation channel subfamily V member 2	180	6	7	-1		4574	3746	828
MIR1-1	20	62554306	70	#73af42	microRNA 1-1	180	6	7	-1		4574	3746	828
HOTTIP	7	27200421	6838	#73af42	HOXA distal transcript antisense RNA	180	6	7	-1		4574	3746	828
MIR29C	1	207801852	87	#73af42	microRNA 29c	180	6	7	-1		4574	3746	828
MIR106B	7	100093993	81	#73af42	microRNA 106b	180	7	8	-1		4164	2295	1869
GJC2	1	228149930	9896	#73af42	gap junction protein gamma 2	180	6	7	-1		4574	3746	828
ACAT1	11	108121567	26034	#73af42	acetyl-CoA acetyltransferase 1	180	6	7	-1		4574	3746	828
PLEC	8	143915153	38681	#73af42	plectin	180	8	10	-2		1620	1106	514
CYP21A2	6	3306771	36086	#73af42	cytochrome P450 family 21 subfamily A member 2	180	6	8	-2		4574	2295	2279
DAXX	6	4730043	4462	#73af42	death domain associated protein	180	8	10	-2		1620	1106	514
SGCE	7	94584980	71153	#73af42	sarcoglycan epsilon	180	4	6	-2		6724	6947	-223
MIR411	14	101023325	95	#73af42	microRNA 411	180	5	7	-2		5717	3746	1971
SARS1	1	109213918	24264	#73af42	seryl-tRNA synthetase 1	180	6	8	-2		4574	2295	2279
COPG2	7	130546788	121970	#73af42	COPI coat complex subunit gamma 2	180	5	7	-2		5717	3746	1971
FKBP8	19	18531763	11810	#73af42	FKBP prolyl isomerase 8	180	6	8	-2		4574	2295	2279
TEK	9	27109450	120724	#73af42	TEK receptor tyrosine kinase	180	6	8	-2		4574	2295	2279
EXOG	3	38496340	29963	#73af42	exo/endonuclease G	180	5	7	-2		5717	3746	1971
CTNND1	11	57761802	57738	#73af42	catenin delta 1	180	8	10	-2		1620	1106	514
LETMD1	12	51048327	12097	#73af42	LETM1 domain containing 1	180	4	6	-2		6724	6947	-223
CBFB	16	67029149	71906	#73af42	core-binding factor subunit beta	180	6	8	-2		4574	2295	2279
ATP6V0A1	17	42458878	63733	#73af42	ATPase H+ transporting V0 subunit a1	180	6	8	-2		4574	2295	2279
STX7	6	132445869	67247	#73af42	syntaxin 7	180	6	8	-2		4574	2295	2279
PRPF31	19	90247	16010	#73af42	pre-mRNA processing factor 31	180	8	10	-2		1620	1106	514
VAMP7	X|Y	57067865	62424	#73af42	vesicle associated membrane protein 7	180	5	7	-2		5717	3746	1971
KIR3DL1	19	54816438	14340	#73af42	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	180	4	6	-2		6724	6947	-223
ATXN2L	16	28823048	14189	#73af42	ataxin 2 like	180	8	10	-2		1620	1106	514
LIMCH1	4	41360807	339237	#73af42	LIM and calponin homology domains 1	180	8	10	-2		1620	1106	514
RDX	11	110195561	101053	#73af42	radixin	180	8	10	-2		1620	1106	514
MTFR1L	1	25819954	12984	#73af42	mitochondrial fission regulator 1 like	180	5	7	-2		5717	3746	1971
LRP8	1	53242370	85700	#73af42	LDL receptor related protein 8	180	5	7	-2		5717	3746	1971
STAU1	20	49113339	75031	#73af42	staufen double-stranded RNA binding protein 1	180	10	12	-2		156	589	-433
JUP	17	41754607	32161	#73af42	junction plakoglobin	180	9	11	-2		395	800	-405
ADTRP	6	11713655	65392	#73af42	androgen dependent TFPI regulating protein	180	5	7	-2		5717	3746	1971
ARHGAP44	17	12789498	202145	#73af42	Rho GTPase activating protein 44	180	0	2	-2		7290	10477	-3187
SCAMP2	15	74843730	29635	#73af42	secretory carrier membrane protein 2	180	6	8	-2		4574	2295	2279
BAG4	8	38176855	36446	#73af42	BAG cochaperone 4	180	5	7	-2		5717	3746	1971
TNFRSF11A	18	62325310	65975	#73af42	TNF receptor superfamily member 11a	180	6	8	-2		4574	2295	2279
SLC12A1	15	48206302	97776	#73af42	solute carrier family 12 member 1	180	5	7	-2		5717	3746	1971
ALKBH5	17	18183828	26125	#73af42	alkB homolog 5, RNA demethylase	180	10	12	-2		156	589	-433
TRAF3	14	102777449	134051	#73af42	TNF receptor associated factor 3	180	8	10	-2		1620	1106	514
WDR83	19	12669753	6079	#73af42	WD repeat domain 83	180	5	7	-2		5717	3746	1971
COL11A1	1	102876473	232049	#73af42	collagen type XI alpha 1 chain	180	7	9	-2		4164	1543	2621
TRIM37	17	58982649	124231	#73af42	tripartite motif containing 37	180	8	10	-2		1620	1106	514
PRTN3	19	19842	7176	#73af42	proteinase 3	180	5	7	-2		5717	3746	1971
CMIP	16	81495354	216408	#73af42	c-Maf inducing protein	180	4	6	-2		6724	6947	-223
FGFR2	10	121478332	120112	#73af42	fibroblast growth factor receptor 2	180	8	10	-2		1620	1106	514
HDHD5	22	17137520	27767	#73af42	haloacid dehalogenase like hydrolase domain containing 5	180	5	7	-2		5717	3746	1971
CSDE1	1	114716916	41068	#73af42	cold shock domain containing E1	180	6	8	-2		4574	2295	2279
B3GALT6	1	1232237	2803	#73af42	beta-1,3-galactosyltransferase 6	180	5	7	-2		5717	3746	1971
SPECC1L	22	24270817	146923	#73af42	sperm antigen with calponin homology and coiled-coil domains 1 like	180	8	10	-2		1620	1106	514
EDF1	9	136862669	3667	#73af42	endothelial differentiation related factor 1	180	8	10	-2		1620	1106	514
FLOT1	6	2028495	14988	#73af42	flotillin 1	180	9	11	-2		395	800	-405
YWHAH	22	31944535	13068	#73af42	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	180	8	10	-2		1620	1106	514
NUP93	16	56730129	120157	#73af42	nucleoporin 93	180	5	7	-2		5717	3746	1971
TXNIP	1	145992442	3302	#73af42	thioredoxin interacting protein	180	6	8	-2		4574	2295	2279
THADA	2	43230836	365138	#73af42	THADA armadillo repeat containing	180	6	8	-2		4574	2295	2279
STAMBP	2	73828961	44694	#73af42	STAM binding protein	180	5	7	-2		5717	3746	1971
SNRPB	20	2461642	9147	#73af42	small nuclear ribonucleoprotein polypeptides B and B1	180	8	10	-2		1620	1106	514
CAV2	7	116500046	8495	#73af42	caveolin 2	180	4	6	-2		6724	6947	-223
RFWD3	16	74621399	45478	#73af42	ring finger and WD repeat domain 3	180	6	8	-2		4574	2295	2279
MEF2C	5	88718241	164943	#73af42	myocyte enhancer factor 2C	180	5	7	-2		5717	3746	1971
GHRL	3	10285669	7278	#73af42	ghrelin and obestatin prepropeptide	180	8	10	-2		1620	1106	514
ERCC4	16	13920154	32194	#73af42	ERCC excision repair 4, endonuclease catalytic subunit	180	7	9	-2		4164	1543	2621
TAF4	20	85385	32839	#73af42	TATA-box binding protein associated factor 4	180	5	7	-2		5717	3746	1971
ACSL1	4	184755595	56664	#73af42	acyl-CoA synthetase long chain family member 1	180	6	8	-2		4574	2295	2279
CEMIP	15	80779370	172401	#73af42	cell migration inducing hyaluronidase 1	180	4	6	-2		6724	6947	-223
MKRN2	3	12557014	26697	#73af42	makorin ring finger protein 2	180	8	10	-2		1620	1106	514
EXTL2	1	100872372	22807	#73af42	exostosin like glycosyltransferase 2	180	4	6	-2		6724	6947	-223
SERPINA3	14	94612391	11662	#73af42	serpin family A member 3	180	5	7	-2		5717	3746	1971
MOV10	1	112674738	25999	#73af42	Mov10 RISC complex RNA helicase	180	7	9	-2		4164	1543	2621
RASSF1	3	50329786	11150	#73af42	Ras association domain family member 1	180	6	8	-2		4574	2295	2279
MAGED1	X	51803076	99278	#73af42	MAGE family member D1	180	6	8	-2		4574	2295	2279
SLC47A2	17	19678292	38292	#73af42	solute carrier family 47 member 2	180	4	6	-2		6724	6947	-223
TAF1	X	71366357	164168	#73af42	TATA-box binding protein associated factor 1	180	8	10	-2		1620	1106	514
DNAJB4	1	78004828	13136	#73af42	DnaJ heat shock protein family (Hsp40) member B4	180	6	8	-2		4574	2295	2279
ACAN	15	88803443	71911	#73af42	aggrecan	180	6	8	-2		4574	2295	2279
GNL3	3	52686032	8462	#73af42	G protein nucleolar 3	180	9	11	-2		395	800	-405
TRPM7	15	50557159	129638	#73af42	transient receptor potential cation channel subfamily M member 7	180	11	13	-2		96	465	-369
MIR421	X	74218377	84	#73af42	microRNA 421	180	4	6	-2		6724	6947	-223
GPR89A	1	145607988	62662	#73af42	G protein-coupled receptor 89A	180	5	7	-2		5717	3746	1971
TRAM1	8	70573218	35198	#73af42	translocation associated membrane protein 1	180	6	8	-2		4574	2295	2279
IL16	15	81296970	17088	#73af42	interleukin 16	180	5	7	-2		5717	3746	1971
SYNCRIP	6	85607784	33667	#73af42	synaptotagmin binding cytoplasmic RNA interacting protein	180	10	12	-2		156	589	-433
ACADM	1	75724347	39331	#73af42	acyl-CoA dehydrogenase medium chain	180	8	10	-2		1620	1106	514
WIPI2	7	5190233	43606	#73af42	WD repeat domain, phosphoinositide interacting 2	180	6	8	-2		4574	2295	2279
VPS4A	16	69311350	15589	#73af42	vacuolar protein sorting 4 homolog A	180	5	7	-2		5717	3746	1971
TEAD1	11	12674421	270316	#73af42	TEA domain transcription factor 1	180	6	8	-2		4574	2295	2279
SLC5A2	16	31483123	7646	#73af42	solute carrier family 5 member 2	180	6	8	-2		4574	2295	2279
IL1RL1	2	102337257	8843	#73af42	interleukin 1 receptor like 1	180	6	8	-2		4574	2295	2279
CCNT1	12	48688458	28249	#73af42	cyclin T1	180	5	7	-2		5717	3746	1971
RAB32	6	146543833	11120	#73af42	RAB32, member RAS oncogene family	180	4	6	-2		6724	6947	-223
LMO7	13	75760661	99210	#73af42	LIM domain 7	180	5	7	-2		5717	3746	1971
CD209	19	7739995	7539	#73af42	CD209 molecule	180	7	9	-2		4164	1543	2621
WDR35	2	19910266	79839	#73af42	WD repeat domain 35	180	5	7	-2		5717	3746	1971
PDK1	2	172555373	70250	#73af42	pyruvate dehydrogenase kinase 1	180	9	11	-2		395	800	-405
TOM1L2	17	17843511	128889	#73af42	target of myb1 like 2 membrane trafficking protein	180	8	10	-2		1620	1106	514
CYB5R3	22	42617840	29149	#73af42	cytochrome b5 reductase 3	180	8	10	-2		1620	1106	514
PFKP	10	3067970	68835	#73af42	phosphofructokinase, platelet	180	10	12	-2		156	589	-433
DEFA5	8	7055305	1434	#73af42	defensin alpha 5	180	5	7	-2		5717	3746	1971
DCC	18	52340197	1195701	#73af42	DCC netrin 1 receptor	180	5	7	-2		5717	3746	1971
FAM20B	1	179025894	50673	#73af42	FAM20B glycosaminoglycan xylosylkinase	180	4	6	-2		6724	6947	-223
TMEM214	2	27032965	8729	#73af42	transmembrane protein 214	180	6	8	-2		4574	2295	2279
MFSD10	4	2930561	3676	#73af42	major facilitator superfamily domain containing 10	180	5	7	-2		5717	3746	1971
L1CAM	X	153861516	24657	#73af42	L1 cell adhesion molecule	180	7	9	-2		4164	1543	2621
ABCD3	1	94418389	100274	#73af42	ATP binding cassette subfamily D member 3	180	9	11	-2		395	800	-405
EIF3K	19	28824	17766	#73af42	eukaryotic translation initiation factor 3 subunit K	180	8	10	-2		1620	1106	514
NUS1	6	117675469	35254	#73af42	NUS1 dehydrodolichyl diphosphate synthase subunit	180	8	10	-2		1620	1106	514
PPP1R12B	1	202348699	244003	#73af42	protein phosphatase 1 regulatory subunit 12B	180	4	6	-2		6724	6947	-223
MRPL4	19	10251964	8081	#73af42	mitochondrial ribosomal protein L4	180	6	8	-2		4574	2295	2279
EDC4	16	67873052	11445	#73af42	enhancer of mRNA decapping 4	180	8	10	-2		1620	1106	514
FOXD2-AS1	1	47432135	2506	#73af42	FOXD2 adjacent opposite strand RNA 1	180	5	7	-2		5717	3746	1971
SCFD1	14	30622254	113573	#73af42	sec1 family domain containing 1	180	6	8	-2		4574	2295	2279
ERCC1	19	45412712	11205	#73af42	ERCC excision repair 1, endonuclease non-catalytic subunit	180	9	11	-2		395	800	-405
PIGU	20	34560542	116743	#73af42	phosphatidylinositol glycan anchor biosynthesis class U	180	6	8	-2		4574	2295	2279
POLD1	19	50384347	33667	#73af42	DNA polymerase delta 1, catalytic subunit	180	9	11	-2		395	800	-405
JAGN1	3	9890610	3737	#73af42	jagunal homolog 1	180	5	7	-2		5717	3746	1971
NNT	5	43603180	104216	#73af42	nicotinamide nucleotide transhydrogenase	180	8	10	-2		1620	1106	514
USP10	16	84700000	79921	#73af42	ubiquitin specific peptidase 10	180	11	13	-2		96	465	-369
ATG4B	2	241637693	36163	#73af42	autophagy related 4B cysteine peptidase	180	5	7	-2		5717	3746	1971
WDR61	15	78283236	16373	#73af42	WD repeat domain 61	180	5	7	-2		5717	3746	1971
GPR39	2	132416805	229777	#73af42	G protein-coupled receptor 39	180	4	6	-2		6724	6947	-223
UBTF	17	44205041	14634	#73af42	upstream binding transcription factor	180	9	11	-2		395	800	-405
MRPS9	2	105038069	61891	#73af42	mitochondrial ribosomal protein S9	180	9	11	-2		395	800	-405
IGF2BP2	3	185643130	181912	#73af42	insulin like growth factor 2 mRNA binding protein 2	180	9	11	-2		395	800	-405
MDM4	1	204516379	41741	#73af42	MDM4 regulator of p53	180	6	8	-2		4574	2295	2279
OCLN	5	69492547	65557	#73af42	occludin	180	9	11	-2		395	800	-405
DDIT3	12	57516588	3929	#73af42	DNA damage inducible transcript 3	180	9	11	-2		395	800	-405
GSTT1	22	270308	8178	#73af42	glutathione S-transferase theta 1	180	11	13	-2		96	465	-369
DPP9	19	4675227	48615	#73af42	dipeptidyl peptidase 9	180	7	9	-2		4164	1543	2621
CBR1	21	36070024	3140	#73af42	carbonyl reductase 1	180	5	7	-2		5717	3746	1971
GDAP1	8	74350403	16472	#73af42	ganglioside induced differentiation associated protein 1	180	5	7	-2		5717	3746	1971
CEPT1	1	111139383	45721	#73af42	choline/ethanolamine phosphotransferase 1	180	8	10	-2		1620	1106	514
CCNA1	13	36432272	10610	#73af42	cyclin A1	180	5	7	-2		5717	3746	1971
GDI2	10	5765223	48211	#73af42	GDP dissociation inhibitor 2	180	8	10	-2		1620	1106	514
NUP98	11	3711554	86000	#73af42	nucleoporin 98 and 96 precursor	180	9	11	-2		395	800	-405
ADIPOR2	12	33214	97603	#73af42	adiponectin receptor 2	180	5	7	-2		5717	3746	1971
MIR885	3	10394489	73	#73af42	microRNA 885	180	6	8	-2		4574	2295	2279
SLC25A3	12	98593686	12680	#73af42	solute carrier family 25 member 3	180	8	10	-2		1620	1106	514
MIR874	5	137647572	77	#73af42	microRNA 874	180	6	8	-2		4574	2295	2279
SNHG7	9	136724594	3590	#73af42	small nucleolar RNA host gene 7	180	4	6	-2		6724	6947	-223
COL2A1	12	47972967	31509	#73af42	collagen type II alpha 1 chain	180	7	9	-2		4164	1543	2621
TRAF2	9	136886516	40091	#73af42	TNF receptor associated factor 2	180	9	11	-2		395	800	-405
ACTG2	2	73893008	26856	#73af42	actin gamma 2, smooth muscle	180	5	7	-2		5717	3746	1971
NT5C3A	7	33014113	26793	#73af42	5'-nucleotidase, cytosolic IIIA	180	5	7	-2		5717	3746	1971
APOC1	19	44914325	5019	#73af42	apolipoprotein C1	180	4	6	-2		6724	6947	-223
HPS6	10	102065349	2687	#73af42	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3	180	5	7	-2		5717	3746	1971
SURF1	9	133351759	4728	#73af42	SURF1 cytochrome c oxidase assembly factor	180	5	7	-2		5717	3746	1971
KLF3	4	38664199	37318	#73af42	Kruppel like factor 3	180	5	7	-2		5717	3746	1971
ATRX	X	77504878	281338	#73af42	ATRX chromatin remodeler	180	11	13	-2		96	465	-369
UBAP2L	1	154220955	42549	#73af42	ubiquitin associated protein 2 like	180	8	10	-2		1620	1106	514
MYB	6	135181308	37864	#73af42	MYB proto-oncogene, transcription factor	180	5	7	-2		5717	3746	1971
TUBB4A	19	6494319	8529	#73af42	tubulin beta 4A class IVa	180	7	9	-2		4164	1543	2621
NUBPL	14	31577916	283307	#73af42	nucleotide binding protein like	180	5	7	-2		5717	3746	1971
RCL1	9	4792944	68122	#73af42	RNA terminal phosphate cyclase like 1	180	6	8	-2		4574	2295	2279
LSR	19	35248656	19308	#73af42	lipolysis stimulated lipoprotein receptor	180	6	8	-2		4574	2295	2279
DAGLB	7	6409129	38825	#73af42	diacylglycerol lipase beta	180	4	6	-2		6724	6947	-223
RAP1GDS1	4	98261384	182474	#73af42	Rap1 GTPase-GDP dissociation stimulator 1	180	5	7	-2		5717	3746	1971
SATB1	3	18345379	79960	#73af42	SATB homeobox 1	180	4	6	-2		6724	6947	-223
POLD3	11	74592582	50493	#73af42	DNA polymerase delta 3, accessory subunit	180	5	7	-2		5717	3746	1971
MAPK10	4	86012296	342348	#73af42	mitogen-activated protein kinase 10	180	4	6	-2		6724	6947	-223
SNRPA1	15	101281510	13738	#73af42	small nuclear ribonucleoprotein polypeptide A'	180	6	8	-2		4574	2295	2279
LATS1	6	149658153	59948	#73af42	large tumor suppressor kinase 1	180	10	12	-2		156	589	-433
NTRK2	9	84668522	358530	#73af42	neurotrophic receptor tyrosine kinase 2	180	6	8	-2		4574	2295	2279
ARGLU1	13	106541673	26464	#73af42	arginine and glutamate rich 1	180	6	8	-2		4574	2295	2279
OIP5	15	41309268	23353	#73af42	Opa interacting protein 5	180	5	7	-2		5717	3746	1971
TOMM70	3	100363431	37658	#73af42	translocase of outer mitochondrial membrane 70	180	6	8	-2		4574	2295	2279
ATP6V0A2	12	123712353	49401	#73af42	ATPase H+ transporting V0 subunit a2	180	6	8	-2		4574	2295	2279
GLP1R	6	39048781	42522	#73af42	glucagon like peptide 1 receptor	180	8	10	-2		1620	1106	514
MYRF	11	61755378	33140	#73af42	myelin regulatory factor	180	4	6	-2		6724	6947	-223
RUNX1T1	8	91954972	107662	#73af42	RUNX1 partner transcriptional co-repressor 1	180	6	8	-2		4574	2295	2279
CYP3A5	7	99648194	31802	#73af42	cytochrome P450 family 3 subfamily A member 5	180	6	8	-2		4574	2295	2279
MED24	17	40019104	35304	#73af42	mediator complex subunit 24	180	4	6	-2		6724	6947	-223
PTPN6	12	6951356	9960	#73af42	protein tyrosine phosphatase non-receptor type 6	180	6	8	-2		4574	2295	2279
SLC46A1	17	28394642	11570	#73af42	solute carrier family 46 member 1	180	4	6	-2		6724	6947	-223
PTPA	9	129111415	37531	#73af42	protein phosphatase 2 phosphatase activator	180	4	6	-2		6724	6947	-223
ERG	21	38380028	281752	#73af42	ETS transcription factor ERG	180	6	8	-2		4574	2295	2279
GP6	19	932072	24557	#73af42	glycoprotein VI platelet	180	5	7	-2		5717	3746	1971
COPS4	4	83035183	40635	#73af42	COP9 signalosome subunit 4	180	5	7	-2		5717	3746	1971
TRIR	19	12730640	4044	#73af42	telomerase RNA component interacting RNase	180	5	7	-2		5717	3746	1971
MRPL49	11	65122321	5050	#73af42	mitochondrial ribosomal protein L49	180	6	8	-2		4574	2295	2279
ANO1	11	70078540	110990	#73af42	anoctamin 1	180	9	11	-2		395	800	-405
MAF	16	79593838	6899	#73af42	MAF bZIP transcription factor	180	4	6	-2		6724	6947	-223
NDUFS8	11	68030681	5963	#73af42	NADH:ubiquinone oxidoreductase core subunit S8	180	6	8	-2		4574	2295	2279
RPS10	6	34417454	8615	#73af42	ribosomal protein S10	180	10	12	-2		156	589	-433
SCAMP1	5	78360617	120122	#73af42	secretory carrier membrane protein 1	180	6	8	-2		4574	2295	2279
CHD7	8	60678740	189287	#73af42	chromodomain helicase DNA binding protein 7	180	8	10	-2		1620	1106	514
MIR9-1	1	156420341	88	#73af42	microRNA 9-1	180	7	9	-2		4164	1543	2621
MIR222	X	45747015	109	#73af42	microRNA 222	180	9	11	-2		395	800	-405
MIR942	1	117094643	85	#73af42	microRNA 942	180	5	7	-2		5717	3746	1971
EMC6	17	3668812	853	#73af42	ER membrane protein complex subunit 6	180	6	8	-2		4574	2295	2279
ADGRG6	6	142302007	144254	#73af42	adhesion G protein-coupled receptor G6	180	5	7	-2		5717	3746	1971
SOCS6	18	70289045	41154	#73af42	suppressor of cytokine signaling 6	180	5	7	-2		5717	3746	1971
MYCBP2	13	77044657	282437	#73af42	MYC binding protein 2	180	9	11	-2		395	800	-405
PSEN1	14	73136507	87184	#73af42	presenilin 1	180	9	11	-2		395	800	-405
CD9	12	6199946	38320	#73af42	CD9 molecule	180	5	7	-2		5717	3746	1971
SLC4A11	20	3227417	10310	#73af42	solute carrier family 4 member 11	180	5	7	-2		5717	3746	1971
CRABP2	1	156699608	5975	#73af42	cellular retinoic acid binding protein 2	180	5	7	-2		5717	3746	1971
STK3	8	98454633	487977	#73af42	serine/threonine kinase 3	180	10	12	-2		156	589	-433
MEIS2	15	36891021	210278	#73af42	Meis homeobox 2	180	6	8	-2		4574	2295	2279
WWP2	16	69838737	103004	#73af42	WW domain containing E3 ubiquitin protein ligase 2	180	5	7	-2		5717	3746	1971
ATG3	3	112532510	29452	#73af42	autophagy related 3	180	8	10	-2		1620	1106	514
LRRC47	1	3778559	17939	#73af42	leucine rich repeat containing 47	180	5	7	-2		5717	3746	1971
AGO1	1	35883195	41103	#73af42	argonaute RISC component 1	180	5	7	-2		5717	3746	1971
COL6A3	2	237324018	90146	#73af42	collagen type VI alpha 3 chain	180	7	9	-2		4164	1543	2621
ABHD10	3	111979026	14342	#73af42	abhydrolase domain containing 10, depalmitoylase	180	5	7	-2		5717	3746	1971
ALG5	13	36949771	49596	#73af42	ALG5 dolichyl-phosphate beta-glucosyltransferase	180	5	7	-2		5717	3746	1971
HMOX2	16	178663	34007	#73af42	heme oxygenase 2	180	6	8	-2		4574	2295	2279
LSM14A	19	34172504	57011	#73af42	LSM14A mRNA processing body assembly factor	180	5	7	-2		5717	3746	1971
SRRT	7	100875103	13561	#73af42	serrate, RNA effector molecule	180	8	10	-2		1620	1106	514
SIGMAR1	9	34634722	3104	#73af42	sigma non-opioid intracellular receptor 1	180	8	10	-2		1620	1106	514
SARM1	17	28371694	32355	#73af42	sterile alpha and TIR motif containing 1	180	6	8	-2		4574	2295	2279
CEACAM5	19	41708626	21795	#73af42	CEA cell adhesion molecule 5	180	5	7	-2		5717	3746	1971
PEX1	7	92487025	41495	#73af42	peroxisomal biogenesis factor 1	180	9	11	-2		395	800	-405
ROR1	1	63774017	407479	#73af42	receptor tyrosine kinase like orphan receptor 1	180	5	7	-2		5717	3746	1971
ALOX5	10	214997	71953	#73af42	arachidonate 5-lipoxygenase	180	6	8	-2		4574	2295	2279
TBX4	17	61456488	28622	#73af42	T-box transcription factor 4	180	5	7	-2		5717	3746	1971
PCBP2	12	53452102	29060	#73af42	poly(rC) binding protein 2	180	8	10	-2		1620	1106	514
ABRAXAS2	10	124801819	34848	#73af42	abraxas 2, BRISC complex subunit	180	6	8	-2		4574	2295	2279
ABCB5	7	20647330	20236	#73af42	ATP binding cassette subfamily B member 5	180	4	6	-2		6724	6947	-223
ACP1	2	264869	7612	#73af42	acid phosphatase 1	180	6	8	-2		4574	2295	2279
DDX41	5	177511577	5384	#73af42	DEAD-box helicase 41	180	8	10	-2		1620	1106	514
BIN1	2	127048032	59122	#73af42	bridging integrator 1	180	5	7	-2		5717	3746	1971
FCGR3A	1	161541761	8976	#73af42	Fc fragment of IgG receptor IIIa	180	8	10	-2		1620	1106	514
PDGFRA	4	54229293	68952	#73af42	platelet derived growth factor receptor alpha	180	6	8	-2		4574	2295	2279
TM9SF1	14	491016	5403	#73af42	transmembrane 9 superfamily member 1	180	4	6	-2		6724	6947	-223
LPCAT3	12	6976185	42291	#73af42	lysophosphatidylcholine acyltransferase 3	180	4	6	-2		6724	6947	-223
SLC52A3	20	760080	15905	#73af42	solute carrier family 52 member 3	180	6	8	-2		4574	2295	2279
PEX5	12	7189686	21773	#73af42	peroxisomal biogenesis factor 5	180	7	9	-2		4164	1543	2621
USP46	4	52590961	68340	#73af42	ubiquitin specific peptidase 46	180	5	7	-2		5717	3746	1971
HMGA2	12	65824460	128071	#73af42	high mobility group AT-hook 2	180	9	11	-2		395	800	-405
ETV4	17	43527846	18053	#73af42	ETS variant transcription factor 4	180	5	7	-2		5717	3746	1971
GPD2	2	156435552	150851	#73af42	glycerol-3-phosphate dehydrogenase 2	180	5	7	-2		5717	3746	1971
CEP250	20	35455598	63682	#73af42	centrosomal protein 250	180	8	10	-2		1620	1106	514
HNRNPD	4	82353314	20682	#73af42	heterogeneous nuclear ribonucleoprotein D	180	8	10	-2		1620	1106	514
RPA2	1	27891526	23049	#73af42	replication protein A2	180	5	7	-2		5717	3746	1971
FICD	12	108515277	5933	#73af42	FIC domain protein adenylyltransferase	180	4	6	-2		6724	6947	-223
SPATS2L	2	200306262	176001	#73af42	spermatogenesis associated serine rich 2 like	180	8	10	-2		1620	1106	514
KIF23	15	69414349	34078	#73af42	kinesin family member 23	180	9	11	-2		395	800	-405
ATF2	2	175072259	95944	#73af42	activating transcription factor 2	180	5	7	-2		5717	3746	1971
H3C15	1	149852619	506	#73af42	H3 clustered histone 15	180	6	8	-2		4574	2295	2279
ATXN10	22	45671834	173473	#73af42	ataxin 10	180	6	8	-2		4574	2295	2279
SIN3B	19	16829398	50951	#73af42	SIN3 transcription regulator family member B	180	6	8	-2		4574	2295	2279
IGF2	11	2129112	20491	#73af42	insulin like growth factor 2	180	7	9	-2		4164	1543	2621
FAM50A	X	154444141	6513	#73af42	family with sequence similarity 50 member A	180	5	7	-2		5717	3746	1971
NCAPG2	7	158631169	73635	#73af42	non-SMC condensin II complex subunit G2	180	6	8	-2		4574	2295	2279
RBM39	20	35701347	40913	#73af42	RNA binding motif protein 39	180	8	10	-2		1620	1106	514
DMPK	19	45769718	12772	#73af42	DM1 protein kinase	180	5	7	-2		5717	3746	1971
GORASP2	2	170928477	38653	#73af42	golgi reassembly stacking protein 2	180	5	7	-2		5717	3746	1971
NOD1	7	30424527	54339	#73af42	nucleotide binding oligomerization domain containing 1	180	7	9	-2		4164	1543	2621
RPLP0	12	120196699	4412	#73af42	ribosomal protein lateral stalk subunit P0	180	9	11	-2		395	800	-405
EMC2	8	108443583	45605	#73af42	ER membrane protein complex subunit 2	180	6	8	-2		4574	2295	2279
ERLIN1	10	100150094	35935	#73af42	ER lipid raft associated 1	180	9	11	-2		395	800	-405
