gene_symbol	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	prior_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	prior_gene_rank	rank_delta
Cdk5r1	10	67862064	1191	#73af42	cyclin-dependent kinase 5 regulatory subunit 1	180	0	0	0		270	670	-400
Dlgap2	16	79872238	724733	#73af42	DLG associated protein 2	180	0	0	0		270	670	-400
Blvra	3	119561306	16485	#73af42	biliverdin reductase A	180	0	0	0		270	670	-400
Lman1	18	61685117	22200	#73af42	lectin, mannose-binding, 1	180	0	0	0		270	670	-400
Ecm1	2	197855468	5167	#73af42	extracellular matrix protein 1	180	0	0	0		270	670	-400
Mical1	20	46199981	11949	#73af42	microtubule associated monooxygenase, calponin and LIM domain containing 1	180	0	0	0		270	670	-400
Bcl3	1	80730758	14235	#73af42	BCL3, transcription coactivator	180	0	0	0		270	670	-400
Zbtb41	13	56514150	22795	#73af42	zinc finger and BTB domain containing 41	180	0	0	0		270	670	-400
Otud4	19	31899087	43093	#73af42	OTU deubiquitinase 4	180	0	0	0		270	670	-400
Htr2c	X	118084890	233150	#73af42	5-hydroxytryptamine receptor 2C	180	0	0	0		270	670	-400
Pgm5	1	242581509	184334	#73af42	phosphoglucomutase 5	180	0	0	0		270	670	-400
Ccnd3	9	15404865	6030	#73af42	cyclin D3	180	0	0	0		270	670	-400
Nxnl1	16	19992984	3732	#73af42	nucleoredoxin-like 1	180	0	0	0		270	670	-400
Fhod3	18	16650898	681307	#73af42	formin homology 2 domain containing 3	180	0	0	0		270	670	-400
Prkg2	14	12217121	96495	#73af42	protein kinase cGMP-dependent 2	180	0	0	0		270	670	-400
Zbtb40	5	155347004	64045	#73af42	zinc finger and BTB domain containing 40	180	0	0	0		270	670	-400
Shox2	2	164118175	8608	#73af42	short stature homeobox 2	180	0	0	0		270	670	-400
Cenpw	1	29915443	5155	#73af42	centromere protein W	180	0	0	0		270	670	-400
Lyzl4	8	130220018	4426	#73af42	lysozyme-like 4	180	0	0	0		270	670	-400
Esr2	6	99164359	49757	#73af42	estrogen receptor 2	180	0	0	0		270	670	-400
Nxpe1	8	52753011	10389	#73af42	neurexophilin and PC-esterase domain family, member 1	180	0	0	0		270	670	-400
Rpl9	14	44524419	3194	#73af42	ribosomal protein L9	180	0	0	0		270	670	-400
RGD1563941	8	52829196	414	#73af42	similar to hypothetical protein FLJ20010	180	0	0	0		270	670	-400
RT1-T24-1	20	3269315	13208	#73af42	RT1 class I, locus T24, gene 1	180	0	0	0		270	670	-400
RT1-S2	20	3155652	1421	#73af42	RT1 class Ib, locus S2	180	0	0	0		270	670	-400
Siva1	6	137210121	4250	#73af42	SIVA1, apoptosis-inducing factor	180	0	0	0		270	670	-400
Col9a1	9	30419001	83306	#73af42	collagen type IX alpha 1 chain	180	0	0	0		270	670	-400
Tnfaip8	18	44737154	42760	#73af42	TNF alpha induced protein 8	180	0	0	0		270	670	-400
Zfp263	10	12023680	6807	#73af42	zinc finger protein 263	180	0	0	0		270	670	-400
Sox4	17	37615022	4705	#73af42	SRY-box transcription factor 4	180	0	0	0		270	670	-400
Ywhah	14	83053041	9383	#73af42	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta	180	0	0	0		270	670	-400
Stxbp6	6	65089318	230209	#73af42	syntaxin binding protein 6	180	0	0	0		270	670	-400
Krt71	7	143345201	8785	#73af42	keratin 71	180	0	0	0		270	670	-400
LOC100363294	18	27550595	7104	#73af42	stem-loop binding protein-like	180	0	0	0		270	670	-400
Tsc22d3	X	111884285	3621	#73af42	TSC22 domain family, member 3	180	0	0	0		270	670	-400
Ube2b	10	2148	14578	#73af42	ubiquitin-conjugating enzyme E2B	180	0	0	0		270	670	-400
Fads2	1	225906797	245771	#73af42	fatty acid desaturase 2	180	0	0	0		270	670	-400
Ptbp3	5	76673990	82150	#73af42	polypyrimidine tract binding protein 3	180	0	0	0		270	670	-400
Myh10	10	55275411	131323	#73af42	myosin heavy chain 10	180	0	0	0		270	670	-400
Mkln1	4	58693384	124540	#73af42	muskelin 1	180	0	0	0		270	670	-400
Pxmp2	12	52452357	10298	#73af42	peroxisomal membrane protein 2	180	0	0	0		270	670	-400
Mefv	10	12046701	9528	#73af42	MEFV innate immuity regulator, pyrin	180	0	0	0		270	670	-400
Cxcr5	8	48837114	1108	#73af42	C-X-C motif chemokine receptor 5	180	0	0	0		270	670	-400
Gpr182	7	71045541	2842	#73af42	G protein-coupled receptor 182	180	0	0	0		270	670	-400
Mirlet7i	7	66802731	84	#73af42	microRNA let-7i	180	0	0	0		270	670	-400
Mirlet7f2	X	21583272	82	#73af42	microRNA let-7f-2	180	0	0	0		270	670	-400
Rad52	4	152430390	21485	#73af42	RAD52 homolog, DNA repair protein	180	0	0	0		270	670	-400
Tex261	4	115448706	4953	#73af42	testis expressed 261	180	0	0	0		270	670	-400
Grifin	12	16170162	1982	#73af42	galectin-related inter-fiber protein	180	0	0	0		270	670	-400
Xab2	12	2158391	12001	#73af42	XPA binding protein 2	180	0	0	0		270	670	-400
Gar1	2	235250453	7278	#73af42	GAR1 ribonucleoprotein	180	0	0	0		270	670	-400
Sh3glb1	2	250715868	28328	#73af42	SH3 domain -containing GRB2-like endophilin B1	180	0	0	0		270	670	-400
Rsph6a	1	79959591	19615	#73af42	radial spoke head 6 homolog A	180	0	0	0		270	670	-400
Txnl4b	19	42101902	5699	#73af42	thioredoxin-like 4B	180	0	0	0		270	670	-400
Rrm1	1	167538387	24301	#73af42	ribonucleotide reductase catalytic subunit M1	180	0	0	0		270	670	-400
Sgms2	2	236458276	22226	#73af42	sphingomyelin synthase 2	180	0	0	0		270	670	-400
Glb1l3	8	27865452	42274	#73af42	galactosidase, beta 1-like 3	180	0	0	0		270	670	-400
Mcrs1	7	140910421	8813	#73af42	microspherule protein 1	180	0	0	0		270	670	-400
Apex2	X	23146085	20591	#73af42	apurinic/apyrimidinic endodeoxyribonuclease 2	180	0	0	0		270	670	-400
Eef1e1	17	26785017	10706	#73af42	eukaryotic translation elongation factor 1 epsilon 1	180	0	0	0		270	670	-400
Klhl8	14	7169519	45506	#73af42	kelch-like family member 8	180	0	0	0		270	670	-400
Kcnmb3	2	118868226	14336	#73af42	potassium calcium-activated channel subfamily M regulatory beta subunit 3	180	0	0	0		270	670	-400
Dmrta2	5	129754295	5747	#73af42	DMRT-like family A2	180	0	0	0		270	670	-400
Ephb6	4	70903253	15261	#73af42	Eph receptor B6	180	0	0	0		270	670	-400
Sqle	7	99609929	14874	#73af42	squalene epoxidase	180	0	0	0		270	670	-400
Serpinh1	1	164301010	7297	#73af42	serpin family H member 1	180	0	0	0		270	670	-400
Zfp36l1	6	103308032	5042	#73af42	zinc finger protein 36, C3H type-like 1	180	0	0	0		270	670	-400
Lsamp	11	58803219	639102	#73af42	limbic system-associated membrane protein	180	0	0	0		270	670	-400
Nsf	10	91879608	128444	#73af42	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	180	0	0	0		270	670	-400
Stx7	1	22241661	40127	#73af42	syntaxin 7	180	0	0	0		270	670	-400
Milr1	10	94944415	17376	#73af42	mast cell immunoglobulin-like receptor 1	180	0	0	0		270	670	-400
Slk	1	267359807	52815	#73af42	STE20-like kinase	180	0	0	0		270	670	-400
Prl8a4	17	39376040	6088	#73af42	prolactin family 8, subfamily a, member 4	180	0	0	0		270	670	-400
Jam2	11	24235310	49969	#73af42	junctional adhesion molecule 2	180	0	0	0		270	670	-400
Cyp4f18	16	19410810	118125	#73af42	cytochrome P450, family 4, subfamily f, polypeptide 18	180	0	0	0		270	670	-400
Bud13	8	50573026	15835	#73af42	BUD13 homolog	180	0	0	0		270	670	-400
Ccdc65	7	140383461	13725	#73af42	coiled-coil domain containing 65	180	0	0	0		270	670	-400
Eif3k	1	87927142	5153	#73af42	eukaryotic translation initiation factor 3, subunit K	180	0	0	0		270	670	-400
Sars2	1	86923769	11737	#73af42	seryl-tRNA synthetase 2, mitochondrial	180	0	0	0		270	670	-400
LOC303448	10	78687656	8441	#73af42	similar to glyceraldehyde-3-phosphate dehydrogenase	180	0	0	0		270	670	-400
Spns1	1	197771196	7279	#73af42	sphingolipid transporter 1	180	0	0	0		270	670	-400
Depdc5	14	83089000	130464	#73af42	DEP domain containing 5, GATOR1 subcomplex subunit	180	0	0	0		270	670	-400
Itgb1bp1	6	43348931	14404	#73af42	integrin subunit beta 1 binding protein 1	180	0	0	0		270	670	-400
Kcnd1	X	15506724	13988	#73af42	potassium voltage-gated channel subfamily D member 1	180	0	0	0		270	670	-400
Tssk2	11	87235058	1355	#73af42	testis-specific serine kinase 2	180	0	0	0		270	670	-400
Fermt2	15	19807806	68583	#73af42	FERM domain containing kindlin 2	180	0	0	0		270	670	-400
Wdr31	5	78305526	18752	#73af42	WD repeat domain 31	180	0	0	0		270	670	-400
Fus	1	199412834	13870	#73af42	FUS RNA binding protein	180	0	0	0		270	670	-400
Ddx50	20	32239748	29397	#73af42	DExD-box helicase 50	180	0	0	0		270	670	-400
Inpp5k	10	63776268	19634	#73af42	inositol polyphosphate-5-phosphatase K	180	0	0	0		270	670	-400
Klk13	1	99648658	11619	#73af42	kallikrein related-peptidase 13	180	0	0	0		270	670	-400
Zfp157	12	18464781	22397	#73af42	zinc finger protein 157	180	0	0	0		270	670	-400
Orai2	12	23544483	20119	#73af42	ORAI calcium release-activated calcium modulator 2	180	0	0	0		270	670	-400
RGD1305464	8	61913588	9561	#73af42	similar to human chromosome 15 open reading frame 39	180	0	0	0		270	670	-400
Dipk1b	3	4083797	7753	#73af42	divergent protein kinase domain 1B	180	0	0	0		270	670	-400
Otud6b	5	28334912	15162	#73af42	OTU deubiquitinase 6B	180	0	0	0		270	670	-400
Tbx15	2	201346756	43206	#73af42	T-box transcription factor 15	180	0	0	0		270	670	-400
Lrcol1	12	52384192	11874	#73af42	leucine rich colipase-like 1	180	0	0	0		270	670	-400
Calm3	1	78844520	7108	#73af42	calmodulin 3	180	0	0	0		270	670	-400
Cc2d1b	5	128215711	14051	#73af42	coiled-coil and C2 domain containing 1B	180	0	0	0		270	670	-400
Rbm22	18	55828158	10808	#73af42	RNA binding motif protein 22	180	0	0	0		270	670	-400
Cts8	17	3385851	11770	#73af42	cathepsin 8	180	0	0	0		270	670	-400
RT1-M4	20	2043719	3751	#73af42	RT1 class Ib, locus M4	180	0	0	0		270	670	-400
Mier3	2	43271092	23797	#73af42	MIER family member 3	180	0	0	0		270	670	-400
Ston2	6	115399326	114028	#73af42	stonin 2	180	0	0	0		270	670	-400
Ciao2b	19	551708	1865	#73af42	cytosolic iron-sulfur assembly component 2B	180	0	0	0		270	670	-400
Insyn2a	1	207116698	55062	#73af42	inhibitory synaptic factor 2A	180	0	0	0		270	670	-400
Atp5mc1	10	83895947	2580	#73af42	ATP synthase membrane subunit c locus 1	180	0	0	0		270	670	-400
Rabep1	10	57462447	117451	#73af42	rabaptin, RAB GTPase binding effector protein 1	180	0	0	0		270	670	-400
Ifrd1	6	60132025	19329	#73af42	interferon-related developmental regulator 1	180	0	0	0		270	670	-400
Cox6c	7	74723177	12473	#73af42	cytochrome c oxidase subunit 6C	180	0	0	0		270	670	-400
Pdpn	5	161947137	34304	#73af42	podoplanin	180	0	0	0		270	670	-400
Furin	1	142185094	12088	#73af42	furin (paired basic amino acid cleaving enzyme)	180	0	0	0		270	670	-400
Rgs19	3	177196686	4839	#73af42	regulator of G-protein signaling 19	180	0	0	0		270	670	-400
Ip6k2	8	117576048	23801	#73af42	inositol hexakisphosphate kinase 2	180	0	0	0		270	670	-400
Mta1	6	137924570	25496	#73af42	metastasis associated 1	180	0	0	0		270	670	-400
Ivl	2	192761538	2039	#73af42	involucrin	180	0	0	0		270	670	-400
Niban1	13	68949665	151934	#73af42	niban apoptosis regulator 1	180	0	0	0		270	670	-400
Sprr1a	2	192669143	1916	#73af42	small proline-rich protein 1A	180	0	0	0		270	670	-400
Matk	7	11325253	5025	#73af42	megakaryocyte-associated tyrosine kinase	180	0	0	0		270	670	-400
Pttg1	10	29020026	5993	#73af42	PTTG1 regulator of sister chromatid separation, securin	180	0	0	0		270	670	-400
Qdpr	14	70164682	13602	#73af42	quinoid dihydropteridine reductase	180	0	0	0		270	670	-400
Clcn4	X	25016401	64010	#73af42	chloride voltage-gated channel 4	180	0	0	0		270	670	-400
Prlh	9	98113346	902	#73af42	prolactin releasing hormone	180	0	0	0		270	670	-400
Pi4ka	11	87858453	114969	#73af42	phosphatidylinositol 4-kinase alpha	180	0	0	0		270	670	-400
Prpsap1	10	105430519	21709	#73af42	phosphoribosyl pyrophosphate synthetase-associated protein 1	180	0	0	0		270	670	-400
Defb4	16	75634598	3191	#73af42	defensin beta 4	180	0	0	0		270	670	-400
Tfec	4	44065046	71769	#73af42	transcription factor EC	180	0	0	0		270	670	-400
Pde1b	7	145117951	27425	#73af42	phosphodiesterase 1B	180	0	0	0		270	670	-400
Sh3bp4	9	96210750	78152	#73af42	SH3-domain binding protein 4	180	0	0	0		270	670	-400
Tpsab1	10	14701253	2415	#73af42	tryptase alpha/beta 1	180	0	0	0		270	670	-400
Lgals1	7	120153184	3106	#73af42	galectin 1	180	0	0	0		270	670	-400
Cyp4f1	7	15179526	11194	#73af42	cytochrome P450, family 4, subfamily f, polypeptide 1	180	0	0	0		270	670	-400
Anpep	1	141561364	18456	#73af42	alanyl aminopeptidase, membrane	180	0	0	0		270	670	-400
Htr3a	8	53211438	12366	#73af42	5-hydroxytryptamine receptor 3A	180	0	0	0		270	670	-400
Hsf1	7	117538523	26955	#73af42	heat shock transcription factor 1	180	0	0	0		270	670	-400
Slc21a4		176255603	43514	#73af42		180	0	0	0		-1	-1	-1
Erap1	2	1410941	38793	#73af42	endoplasmic reticulum aminopeptidase 1	180	0	0	0		270	670	-400
Prkar2a	8	117486085	59479	#73af42	protein kinase cAMP-dependent type II regulatory subunit alpha	180	0	0	0		270	670	-400
Minpp1	1	251045440	25602	#73af42	multiple inositol-polyphosphate phosphatase 1	180	0	0	0		270	670	-400
C1qb	5	155246444	5549	#73af42	complement C1q B chain	180	0	0	0		270	670	-400
C1qbp	10	57613876	4651	#73af42	complement C1q binding protein	180	0	0	0		270	670	-400
Cyp2f4	1	83935554	12250	#73af42	cytochrome P450, family 2, subfamily f, polypeptide 4	180	0	0	0		270	670	-400
Myo1a	7	71004417	14955	#73af42	myosin IA	180	0	0	0		270	670	-400
Atp5pd	10	103967350	5163	#73af42	ATP synthase peripheral stalk subunit d	180	0	0	0		270	670	-400
Kcnk1	19	58823836	39090	#73af42	potassium two pore domain channel subfamily K member 1	180	0	0	0		270	670	-400
Atp2b4	13	50103022	46965	#73af42	ATPase plasma membrane Ca2+ transporting 4	180	0	0	0		270	670	-400
Alpi	9	94197618	3466	#73af42	alkaline phosphatase, intestinal	180	0	0	0		270	670	-400
Nmur1	9	93402879	3407	#73af42	neuromedin U receptor 1	180	0	0	0		270	670	-400
Fbxo42	5	159670662	55181	#73af42	F-box protein 42	180	0	0	0		270	670	-400
Cavin4	5	64413005	7844	#73af42	caveolae associated protein 4	180	0	0	0		270	670	-400
Slc5a10	10	47950001	46945	#73af42	solute carrier family 5 member 10	180	0	0	0		270	670	-400
Klk9	1	99729704	4292	#73af42	kallikrein related-peptidase 9	180	0	0	0		270	670	-400
Mboat4	16	61782797	8294	#73af42	membrane bound O-acyltransferase domain containing 4	180	0	0	0		270	670	-400
Kif20b	1	253220086	55437	#73af42	kinesin family member 20B	180	0	0	0		270	670	-400
Nat10	3	93658119	40017	#73af42	N-acetyltransferase 10	180	0	0	0		270	670	-400
Dlx4	10	82958525	5394	#73af42	distal-less homeobox 4	180	0	0	0		270	670	-400
Spry1	2	124400689	4642	#73af42	sprouty RTK signaling antagonist 1	180	0	0	0		270	670	-400
Zc2hc1c	6	109110534	8924	#73af42	zinc finger, C2HC-type containing 1C	180	0	0	0		270	670	-400
Trim41	10	34155515	11084	#73af42	tripartite motif-containing 41	180	0	0	0		270	670	-400
Cep295nl	10	107363511	13134	#73af42	CEP295 N-terminal like	180	0	0	0		270	670	-400
Sgta	7	11522030	15915	#73af42	small glutamine rich tetratricopeptide repeat co-chaperone alpha	180	0	0	0		270	670	-400
Ube2d3	2	240627436	27810	#73af42	ubiquitin-conjugating enzyme E2D 3	180	0	0	0		270	670	-400
Gstm7	2	210720720	5459	#73af42	glutathione S-transferase, mu 7	180	0	0	0		270	670	-400
Neu1	20	4610995	4263	#73af42	neuraminidase 1	180	0	0	0		270	670	-400
Hspb7	5	159968077	3486	#73af42	heat shock protein family B (small) member 7	180	0	0	0		270	670	-400
Mybbp1a	10	59000749	9956	#73af42	MYB binding protein 1a	180	0	0	0		270	670	-400
Sh3gl3	1	144069641	130389	#73af42	SH3 domain containing GRB2 like 3, endophilin A3	180	0	0	0		270	670	-400
Rgn	X	1833484	15420	#73af42	regucalcin	180	0	0	0		270	670	-400
Nppb	5	164796229	1302	#73af42	natriuretic peptide B	180	0	0	0		270	670	-400
Dgcr2	11	138353317	48387	#73af42	DiGeorge syndrome critical region gene 2	180	0	0	0		270	670	-400
Tmem204	10	14417608	25402	#73af42	transmembrane protein 204	180	0	0	0		270	670	-400
Nubp1	10	5333378	10571	#73af42	nucleotide binding protein 1	180	0	0	0		270	670	-400
G3bp2	14	17492081	28713	#73af42	G3BP stress granule assembly factor 2	180	0	0	0		270	670	-400
RT1-CE14	20	4638865	304422	#73af42	RT1 class I, locus CE14	180	0	0	0		270	670	-400
Llgl2	10	104368247	35479	#73af42	LLGL scribble cell polarity complex component 2	180	0	0	0		270	670	-400
Cwh43	14	37315480	46248	#73af42	cell wall biogenesis 43 C-terminal homolog	180	0	0	0		270	670	-400
Ints7	13	110257571	52842	#73af42	integrator complex subunit 7	180	0	0	0		270	670	-400
Dsel	13	1942394	6169	#73af42	dermatan sulfate epimerase-like	180	0	0	0		270	670	-400
Edem1	4	140886644	32010	#73af42	ER degradation enhancing alpha-mannosidase like protein 1	180	0	0	0		270	670	-400
Mir190	8	73030047	84	#73af42	microRNA 190	180	0	0	0		270	670	-400
Mir29c	13	113782585	87	#73af42	microRNA 29c	180	7	7	0		12	64	-52
Kcna1	4	159190781	1745	#73af42	potassium voltage-gated channel subfamily A member 1	180	0	0	0		270	670	-400
Hmgcs2	2	200452648	26767	#73af42	3-hydroxy-3-methylglutaryl-CoA synthase 2	180	0	0	0		270	670	-400
Sgpl1	20	30702005	47935	#73af42	sphingosine-1-phosphate lyase 1	180	0	0	0		270	670	-400
RT1-DOa	20	3889425	2395	#73af42	RT1 class II, locus DOa	180	0	0	0		270	670	-400
Id4	17	16692557	2569	#73af42	inhibitor of DNA binding 4, HLH protein	180	0	0	0		270	670	-400
Ctsr	17	3885684	8763	#73af42	cathepsin R	180	0	0	0		270	670	-400
Tac4	10	83081168	8319	#73af42	tachykinin precursor 4	180	0	0	0		270	670	-400
Hsd17b6	7	2412374	18872	#73af42	hydroxysteroid (17-beta) dehydrogenase 6	180	0	0	0		270	670	-400
Impa2	18	63016577	31204	#73af42	inositol monophosphatase 2	180	0	0	0		270	670	-400
Cd6	1	226848401	38755	#73af42	Cd6 molecule	180	0	0	0		270	670	-400
Brinp3	13	63526486	432846	#73af42	BMP/retinoic acid inducible neural specific 3	180	0	0	0		270	670	-400
Myo1e	8	76644715	195525	#73af42	myosin IE	180	0	0	0		270	670	-400
Gcgr	10	109707962	8167	#73af42	glucagon receptor	180	0	0	0		270	670	-400
Tef	7	123043503	15103	#73af42	TEF transcription factor, PAR bZIP family member	180	0	0	0		270	670	-400
Tsx	X	74273182	10637	#73af42	testis specific X-linked gene	180	0	0	0		270	670	-400
Cap1	5	140559204	26204	#73af42	cyclase associated actin cytoskeleton regulatory protein 1	180	0	0	0		270	670	-400
Hapln1	2	18354542	61926	#73af42	hyaluronan and proteoglycan link protein 1	180	0	0	0		270	670	-400
Notch3	7	14138495	51193	#73af42	notch receptor 3	180	0	0	0		270	670	-400
Mrpl54	7	11321057	2520	#73af42	mitochondrial ribosomal protein L54	180	0	0	0		270	670	-400
Polrmt	7	12840938	10215	#73af42	RNA polymerase mitochondrial	180	0	0	0		270	670	-400
Slc6a14	X	120624525	23439	#73af42	solute carrier family 6 member 14	180	0	0	0		270	670	-400
LOC100911367	18	31792503	16217	#73af42	uncharacterized LOC100911367	180	0	0	0		270	670	-400
Coasy	10	88992487	4189	#73af42	Coenzyme A synthase	180	0	0	0		270	670	-400
Ccdc126	4	78982022	21030	#73af42	coiled-coil domain containing 126	180	0	0	0		270	670	-400
Defa8	16	75428675	893	#73af42	defensin alpha 8	180	0	0	0		270	670	-400
Defa6	16	75400781	874	#73af42	defensin alpha 6	180	0	0	0		270	670	-400
Gas8	19	56316444	19426	#73af42	growth arrest specific 8	180	0	0	0		270	670	-400
Amh	7	11775155	2348	#73af42	anti-Mullerian hormone	180	0	0	0		270	670	-400
Skiv2l	20	4519458	10660	#73af42	Ski2 like RNA helicase	180	0	0	0		270	670	-400
Mir154	6	133888586	83	#73af42	microRNA 154	180	0	0	0		270	670	-400
Irf4	17	34886746	18371	#73af42	interferon regulatory factor 4	180	0	0	0		270	670	-400
Sema6d	3	116899906	58144	#73af42	semaphorin 6D	180	0	0	0		270	670	-400
Cdk19	20	45458558	140240	#73af42	cyclin-dependent kinase 19	180	0	0	0		270	670	-400
Asf1b	19	25077918	14573	#73af42	anti-silencing function 1B histone chaperone	180	0	0	0		270	670	-400
Rfx2	9	10216210	67105	#73af42	regulatory factor X2	180	0	0	0		270	670	-400
Npy1r	16	24779480	8976	#73af42	neuropeptide Y receptor Y1	180	0	0	0		270	670	-400
Tyr	1	151012598	94204	#73af42	tyrosinase	180	0	0	0		270	670	-400
Efl1	1	144601425	139209	#73af42	elongation factor like GTPase 1	180	0	0	0		270	670	-400
Ctnnd1	3	72002444	50546	#73af42	catenin delta 1	180	0	0	0		270	670	-400
Tvp23b	10	49299125	11277	#73af42	trans-golgi network vesicle protein 23 homolog B	180	0	0	0		270	670	-400
Tpcn2	1	218419184	29693	#73af42	two pore segment channel 2	180	0	0	0		270	670	-400
Fem1a	9	10798944	2196	#73af42	fem-1 homolog A	180	0	0	0		270	670	-400
Ankrd54	7	120284642	10931	#73af42	ankyrin repeat domain 54	180	0	0	0		270	670	-400
Glb1l2	8	27807301	45695	#73af42	galactosidase, beta 1-like 2	180	0	0	0		270	670	-400
Use1	16	19763129	2652	#73af42	unconventional SNARE in the ER 1	180	0	0	0		270	670	-400
Nfx1	5	57291156	57564	#73af42	nuclear transcription factor, X-box binding 1	180	0	0	0		270	670	-400
Sult2a6	1	76529121	193844	#73af42	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 6	180	0	0	0		270	670	-400
Mycbp	5	141560192	7207	#73af42	Myc binding protein	180	0	0	0		270	670	-400
Crebzf	1	156290216	6310	#73af42	CREB/ATF bZIP transcription factor	180	0	0	0		270	670	-400
Mcpt1l1	15	34609785	2656	#73af42	mast cell protease 1-like 1	180	0	0	0		270	670	-400
Dhrs7c	10	54352270	18383	#73af42	dehydrogenase/reductase 7C	180	0	0	0		270	670	-400
Prdm11	3	81869164	73039	#73af42	PR/SET domain 11	180	0	0	0		270	670	-400
Etv3l	2	186899324	12589	#73af42	ETS variant transcription factor 3 like	180	0	0	0		270	670	-400
Popdc3	20	50394673	27878	#73af42	popeye domain containing 3	180	0	0	0		270	670	-400
Ap1m2	8	22318941	17886	#73af42	adaptor related protein complex 1 subunit mu 2	180	0	0	0		270	670	-400
RGD1562229	14	114834781	33554	#73af42	similar to hypothetical protein FLJ40298	180	0	0	0		270	670	-400
Rwdd2a	8	94243372	3124	#73af42	RWD domain containing 2A	180	0	0	0		270	670	-400
Me1	8	94256839	111995	#73af42	malic enzyme 1	180	0	0	0		270	670	-400
Zscan25	12	11775070	10460	#73af42	zinc finger and SCAN domain containing 25	180	0	0	0		270	670	-400
Cox20	13	96219853	4170	#73af42	cytochrome c oxidase assembly factor COX20	180	0	0	0		270	670	-400
Serhl2	7	123963381	26722	#73af42	serine hydrolase-like 2	180	0	0	0		270	670	-400
Palb2	1	192064588	23803	#73af42	partner and localizer of BRCA2	180	0	0	0		270	670	-400
Mex3b	1	144831523	4235	#73af42	mex-3 RNA binding family member B	180	0	0	0		270	670	-400
Atad2	7	97984754	42625	#73af42	ATPase family, AAA domain containing 2	180	0	0	0		270	670	-400
Fkbp3	6	86810865	11250	#73af42	FKBP prolyl isomerase 3	180	0	0	0		270	670	-400
Nkx2-8	6	77506882	1703	#73af42	NK2 homeobox 8	180	0	0	0		270	670	-400
Mrps31	16	74467874	28679	#73af42	mitochondrial ribosomal protein S31	180	0	0	0		270	670	-400
Agtpbp1	17	5511385	103031	#73af42	ATP/GTP binding carboxypeptidase 1	180	0	0	0		270	670	-400
G2e3	6	72092194	30303	#73af42	G2/M-phase specific E3 ubiquitin protein ligase	180	0	0	0		270	670	-400
Slamf8	13	90968274	9069	#73af42	SLAM family member 8	180	0	0	0		270	670	-400
Vasn	10	11121041	10507	#73af42	vasorin	180	0	0	0		270	670	-400
Hars1	18	29611545	17542	#73af42	histidyl-tRNA synthetase 1	180	0	0	0		270	670	-400
Shmt1	10	47031050	28166	#73af42	serine hydroxymethyltransferase 1	180	0	0	0		270	670	-400
Prss16	17	44556039	7787	#73af42	serine protease 16	180	0	0	0		270	670	-400
Noc2l	5	173660921	11539	#73af42	NOC2-like nucleolar associated transcriptional repressor	180	0	0	0		270	670	-400
Dbndd2	3	160935709	2759	#73af42	dysbindin domain containing 2	180	0	0	0		270	670	-400
Mycbp2	15	93678062	190232	#73af42	MYC binding protein 2	180	0	0	0		270	670	-400
Mrps2	3	7051695	5003	#73af42	mitochondrial ribosomal protein S2	180	0	0	0		270	670	-400
Nlrp1a	10	57692474	46635	#73af42	NLR family, pyrin domain containing 1A	180	0	0	0		270	670	-400
Gal3st1	14	84231639	15718	#73af42	galactose-3-O-sulfotransferase 1	180	0	0	0		270	670	-400
Uqcc1	3	151385990	88122	#73af42	ubiquinol-cytochrome c reductase complex assembly factor 1	180	0	0	0		270	670	-400
Prdx3	1	282238774	12419	#73af42	peroxiredoxin 3	180	0	0	0		270	670	-400
Plpp1	2	44664450	62370	#73af42	phospholipid phosphatase 1	180	0	0	0		270	670	-400
Paqr9	8	103337472	2296	#73af42	progestin and adipoQ receptor family member 9	180	0	0	0		270	670	-400
LOC501038		103342805	8875	#73af42		180	0	0	0		-1	-1	-1
Oaf	8	47511718	17971	#73af42	out at first homolog	180	0	0	0		270	670	-400
Vpreb3	20	9720	1310	#73af42	V-set pre-B cell surrogate light chain 3	180	0	0	0		270	670	-400
Ppfibp1	4	181315444	112713	#73af42	PPFIA binding protein 1	180	0	0	0		270	670	-400
Farp1	15	106434177	191660	#73af42	FERM, ARH/RhoGEF and pleckstrin domain protein 1	180	0	0	0		270	670	-400
Abhd15	10	62643453	5391	#73af42	abhydrolase domain containing 15	180	0	0	0		270	670	-400
Dtymk	9	100921565	8834	#73af42	deoxythymidylate kinase	180	0	0	0		270	670	-400
Gzf1	3	143003796	12108	#73af42	GDNF-inducible zinc finger protein 1	180	0	0	0		270	670	-400
Fam186b	7	140935645	15426	#73af42	family with sequence similarity 186, member B	180	0	0	0		270	670	-400
Uqcc2	20	5712200	11702	#73af42	ubiquinol-cytochrome c reductase complex assembly factor 2	180	0	0	0		270	670	-400
Perm1	5	173640780	5293	#73af42	PPARGC1 and ESRR induced regulator, muscle 1	180	0	0	0		270	670	-400
Slfn2	10	70370381	6337	#73af42	schlafen family member 2	180	0	0	0		270	670	-400
Copg2	4	58064395	130847	#73af42	COPI coat complex subunit gamma 2	180	0	0	0		270	670	-400
Tnk1	10	56459108	6285	#73af42	tyrosine kinase, non-receptor, 1	180	0	0	0		270	670	-400
