#name	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
LOC609402	21	28248396	1456	#73af42	hemoglobin subunit beta-like	180	0	0	0		7	37	-30
TRIM6	21	28735956	7213	#73af42	tripartite motif containing 6	180	0	0	0		7	37	-30
TRIM34	21	28767416	19068	#73af42	tripartite motif containing 34	180	0	0	0		7	37	-30
OR52P1	21	28958325	980	#73af42	olfactory receptor family 52 subfamily P member 1	180	0	0	0		7	37	-30
OR56B2	21	29045254	959	#73af42	olfactory receptor family 56 subfamily B member 2	180	0	0	0		7	37	-30
OR52N2G	21	29117047	962	#73af42	olfactory receptor family 52 subfamily N member 2G	180	0	0	0		7	37	-30
OR56A3C	21	29284146	947	#73af42	olfactory receptor family 56 subfamily A member 3C	180	0	0	0		7	37	-30
TPP1	21	30068707	5208	#73af42	tripeptidyl peptidase 1	180	0	0	0		7	37	-30
OR6B9	21	30355235	956	#73af42	olfactory receptor family 6 subfamily B member 9	180	0	0	0		7	37	-30
OR2D3	21	30638385	944	#73af42	olfactory receptor family 2 subfamily D member 3	180	0	0	0		7	37	-30
OR10A3	21	31636019	944	#73af42	olfactory receptor family 10 subfamily A member 3	180	0	0	0		7	37	-30
RPL27A	21	32242588	2961	#73af42	ribosomal protein L27a	180	0	0	0		7	37	-30
ADM	21	33612009	2275	#73af42	adrenomedullin	180	0	0	0		7	37	-30
MIR8810	21	33783886	108	#73af42	microRNA mir-8810	180	0	0	0		7	37	-30
RNF141	21	33799451	34039	#73af42	ring finger protein 141	180	0	0	0		7	37	-30
ZBED5	21	34147894	5093	#73af42	zinc finger BED-type containing 5	180	0	0	0		7	37	-30
DKK3	21	35170822	40302	#73af42	dickkopf WNT signaling pathway inhibitor 3	180	0	0	0		7	37	-30
PTH	21	36558731	2906	#73af42	parathyroid hormone	180	0	0	0		7	37	-30
CALCB	21	37793899	2791	#73af42	calcitonin-related polypeptide beta	180	0	0	0		7	37	-30
CRSP-3	21	37919082	3793	#73af42	calcitonin receptor-stimulating peptide 3	180	0	0	0		7	37	-30
CRSP-2	21	37919086	3779	#73af42	calcitonin receptor-stimulating peptide-2	180	0	0	0		7	37	-30
CALCA	21	38026272	4881	#73af42	calcitonin related polypeptide alpha	180	0	0	0		7	37	-30
KCNC1	21	40391108	41298	#73af42	potassium voltage-gated channel subfamily C member 1	180	0	0	0		7	37	-30
TPH1	21	40664759	18482	#73af42	tryptophan hydroxylase 1	180	0	0	0		7	37	-30
SAA1	21	40779592	2807	#73af42	serum amyloid A1	180	0	0	0		7	37	-30
LDHC	21	40960921	45084	#73af42	lactate dehydrogenase C	180	0	0	0		7	37	-30
ANO5	21	44030402	70872	#73af42	anoctamin 5	180	0	0	0		7	37	-30
SLC17A6	21	44132863	38019	#73af42	solute carrier family 17 member 6	180	0	0	0		7	37	-30
SVIP	21	44525446	9151	#73af42	small VCP interacting protein	180	0	0	0		7	37	-30
CCDC179	21	44543752	13434	#73af42	coiled-coil domain containing 179	180	0	0	0		7	37	-30
BDNF	21	48338127	1133	#73af42	brain derived neurotrophic factor	180	0	0	0		7	37	-30
MIR8811	21	50529510	113	#73af42	microRNA mir-8811	180	0	0	0		7	37	-30
CBLIF	21	50555189	15985	#73af42	cobalamin binding intrinsic factor	180	0	0	0		7	37	-30
MS4A2	21	50670449	6769	#73af42	membrane spanning 4-domains A2	180	0	0	0		7	37	-30
MS4A1	21	50941639	11426	#73af42	membrane spanning 4-domains A1	180	0	0	0		7	37	-30
MIR8813-1	21	50971570	144	#73af42	microRNA mir-8813-1	180	0	0	0		7	37	-30
ATP7B	22	95838	33593	#73af42	ATPase copper transporting beta	180	0	0	0		7	37	-30
MIR15A	22	1746565	58	#73af42	microRNA mir-15a	180	0	0	0		7	37	-30
MIR16-1	22	1746705	64	#73af42	microRNA mir-16-1	180	0	0	0		7	37	-30
MLNR	22	2412586	2155	#73af42	motilin receptor	180	0	0	0		7	37	-30
HTR2A	22	4348779	57068	#73af42	5-hydroxytryptamine receptor 2A	180	0	0	0		7	37	-30
MIR8814	22	6010008	124	#73af42	microRNA mir-8814	180	0	0	0		7	37	-30
MIR759	22	9756708	95	#73af42	microRNA mir-759	180	0	0	0		7	37	-30
CLN5	22	30548135	7314	#73af42	CLN5 intracellular trafficking protein	180	0	0	0		7	37	-30
EDNRB	22	31396562	19830	#73af42	endothelin receptor type B	180	0	0	0		7	37	-30
MIR17	22	42561735	58	#73af42	microRNA mir-17	180	0	0	0		7	37	-30
MIR18A	22	42561860	91	#73af42	microRNA mir-18a	180	0	0	0		7	37	-30
MIR19A	22	42562020	57	#73af42	microRNA mir-19a	180	0	0	0		7	37	-30
MIR20A	22	42562184	58	#73af42	microRNA mir-20a	180	0	0	0		7	37	-30
MIR19B-1	22	42562320	58	#73af42	microRNA mir-19b-1	180	0	0	0		7	37	-30
MIR92A-1	22	42562436	58	#73af42	microRNA mir-92a-1	180	0	0	0		7	37	-30
DCT	22	45356018	33763	#73af42	dopachrome tautomerase	180	0	0	0		7	37	-30
ABCC4	22	45859950	245914	#73af42	ATP binding cassette subfamily C member 4	180	0	0	0		7	37	-30
DZIP1	22	46318751	52085	#73af42	DAZ interacting zinc finger protein 1	180	0	0	0		7	37	-30
SLC15A1	22	48870251	49728	#73af42	solute carrier family 15 member 1	180	0	0	0		7	37	-30
TAF13	6	49793950	717	#73af42	TATA-box binding protein associated factor 13	180	0	0	0		7	37	-30
BIVM	22	52416737	18159	#73af42	basic, immunoglobulin-like variable motif containing	180	0	0	0		7	37	-30
SLC10A2	22	52623655	18407	#73af42	solute carrier family 10 member 2	180	0	0	0		7	37	-30
EFNB2	22	55672831	41223	#73af42	ephrin B2	180	0	0	0		7	37	-30
TNFSF13B	22	57158662	31360	#73af42	TNF superfamily member 13b	180	0	0	0		7	37	-30
F7	22	60696588	10108	#73af42	coagulation factor VII	180	0	0	0		7	37	-30
ATP4B	22	61021934	5422	#73af42	ATPase H+/K+ transporting subunit beta	180	0	0	0		7	37	-30
MIR8807	23	1859265	112	#73af42	microRNA mir-8807	180	0	0	0		7	37	-30
MIR138A	23	2312565	61	#73af42	microRNA mir-138a	180	0	0	0		7	37	-30
GLB1	23	3826915	81806	#73af42	galactosidase beta 1	180	0	0	0		7	37	-30
CCR4	23	3939579	1082	#73af42	C-C motif chemokine receptor 4	180	0	0	0		7	37	-30
MIR128-2	23	5927155	57	#73af42	microRNA mir-128-2	180	0	0	0		7	37	-30
MIR26A-1	23	7850472	60	#73af42	microRNA mir-26a-1	180	0	0	0		7	37	-30
SCN5A	23	8383566	77780	#73af42	sodium voltage-gated channel alpha subunit 5	180	0	0	0		7	37	-30
SCN10A	23	8523267	106893	#73af42	sodium voltage-gated channel alpha subunit 10	180	0	0	0		7	37	-30
CX3CR1	23	9036770	13891	#73af42	C-X3-C motif chemokine receptor 1	180	0	0	0		7	37	-30
RPL14	23	10005062	3649	#73af42	ribosomal protein L14	180	0	0	0		7	37	-30
CTNNB1	23	10656868	13195	#73af42	catenin beta 1	180	0	0	0		7	37	-30
POMGNT2	23	12188508	1742	#73af42	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)	180	0	0	0		7	37	-30
MIR8806	23	12327481	140	#73af42	microRNA mir-8806	180	0	0	0		7	37	-30
RPL15	23	19947937	4189	#73af42	ribosomal protein L15	180	0	0	0		7	37	-30
RAB5A	23	23503982	27302	#73af42	RAB5A, member RAS oncogene family	180	0	0	0		7	37	-30
SLCO2A1	23	31012180	78971	#73af42	solute carrier organic anion transporter family member 2A1	180	0	0	0		7	37	-30
CPB1	23	43889898	34129	#73af42	carboxypeptidase B1	180	0	0	0		7	37	-30
SELENOT	23	45465693	23959	#73af42	selenoprotein T	180	0	0	0		7	37	-30
P2RY12	23	46125167	1041	#73af42	purinergic receptor P2Y12	180	0	0	0		7	37	-30
P2RY1	23	47462527	3696	#73af42	purinergic receptor P2Y1	180	0	0	0		7	37	-30
MME	23	49187708	91312	#73af42	membrane metalloendopeptidase	180	0	0	0		7	37	-30
MIR8808	23	49405742	106	#73af42	microRNA mir-8808	180	0	0	0		7	37	-30
GMPS	23	49789609	76557	#73af42	guanine monophosphate synthase	180	0	0	0		7	37	-30
THBD	24	595131	1876	#73af42	thrombomodulin	180	0	0	0		7	37	-30
RRBP1	24	5346905	65308	#73af42	ribosome binding protein 1	180	0	0	0		7	37	-30
SNRPB2	24	6121887	11145	#73af42	small nuclear ribonucleoprotein polypeptide B2	180	0	0	0		7	37	-30
SLC23A2	24	16658306	61673	#73af42	solute carrier family 23 member 2	180	0	0	0		7	37	-30
PRNP	24	16859351	773	#73af42	prion protein	180	0	0	0		7	37	-30
MIR103-2	24	17481690	76	#73af42	microRNA mir-103-2	180	0	0	0		7	37	-30
MAVS	24	17526451	11050	#73af42	mitochondrial antiviral signaling protein	180	0	0	0		7	37	-30
AVP	24	18195309	1755	#73af42	arginine vasopressin	180	0	0	0		7	37	-30
FKBP1A	24	19587096	25228	#73af42	FKBP prolyl isomerase 1A	180	0	0	0		7	37	-30
DEFB132	24	20561109	1521	#73af42	defensin beta 132	180	0	0	0		7	37	-30
DEFB129	24	20583737	2586	#73af42	defensin beta 129	180	0	0	0		7	37	-30
DEFB128	24	20622473	1935	#73af42	defensin beta 128	180	0	0	0		7	37	-30
DEFB127	24	20640599	3189	#73af42	defensin beta 127	180	0	0	0		7	37	-30
DEFB126	24	20688851	4552	#73af42	defensin beta 126	180	0	0	0		7	37	-30
DEFB116	24	20797534	7697	#73af42	defensin beta 116	180	0	0	0		7	37	-30
DEFB118	24	20859714	6298	#73af42	defensin beta 118	180	0	0	0		7	37	-30
DEFB119	24	20882246	1427	#73af42	defensin beta 119	180	0	0	0		7	37	-30
DEFB122	24	20909760	5264	#73af42	beta-defensin 122	180	0	0	0		7	37	-30
DEFB124	24	20950633	4340	#73af42	defensin beta 124	180	0	0	0		7	37	-30
BCL2L1	24	21109822	51137	#73af42	BCL2 like 1	180	0	0	0		7	37	-30
POFUT1	24	21573904	26084	#73af42	protein O-fucosyltransferase 1	180	0	0	0		7	37	-30
RALY	24	23152848	83749	#73af42	RALY heterogeneous nuclear ribonucleoprotein	180	0	0	0		7	37	-30
ASIP	24	23334340	39031	#73af42	agouti signaling protein	180	0	0	0		7	37	-30
DYNLRB1	24	23611632	19667	#73af42	dynein light chain roadblock-type 1	180	0	0	0		7	37	-30
MIR499	24	24008610	58	#73af42	microRNA mir-499	180	0	0	0		7	37	-30
PROCR	24	24163467	3469	#73af42	protein C receptor	180	0	0	0		7	37	-30
CPNE1	24	24533545	35115	#73af42	copine 1	180	0	0	0		7	37	-30
RBM12	24	24556247	12396	#73af42	RNA binding motif protein 12	180	0	0	0		7	37	-30
MYL9	24	25298835	7109	#73af42	myosin light chain 9	180	0	0	0		7	37	-30
GHRH	24	25867994	4174	#73af42	growth hormone releasing hormone	180	0	0	0		7	37	-30
PI3	24	32476617	1517	#73af42	peptidase inhibitor 3	180	0	0	0		7	37	-30
SLPI	24	32537717	2376	#73af42	secretory leukocyte peptidase inhibitor	180	0	0	0		7	37	-30
WFDC2	24	32730648	5497	#73af42	WAP four-disulfide core domain 2	180	0	0	0		7	37	-30
CE10	24	32819073	1832	#73af42	CE10 protein	180	0	0	0		7	37	-30
MMP9	24	33242837	6860	#73af42	matrix metallopeptidase 9	180	0	0	0		7	37	-30
CD40	24	33340743	10257	#73af42	CD40 molecule	180	0	0	0		7	37	-30
SULF2	24	34679921	88596	#73af42	sulfatase 2	180	0	0	0		7	37	-30
IL29L	24	36385609	572	#73af42	interleukin 29-like	180	0	0	0		7	37	-30
UBE2V1	24	36517713	31008	#73af42	ubiquitin conjugating enzyme E2 V1	180	0	0	0		7	37	-30
MC3R	24	41443631	1659	#73af42	melanocortin 3 receptor	180	0	0	0		7	37	-30
BMP7	24	42155146	89740	#73af42	bone morphogenetic protein 7	180	0	0	0		7	37	-30
PCK1	24	42488683	5315	#73af42	phosphoenolpyruvate carboxykinase 1	180	0	0	0		7	37	-30
RAB22A	24	43076468	49499	#73af42	RAB22A, member RAS oncogene family	180	0	0	0		7	37	-30
GNAS	24	43609062	19637	#73af42	GNAS complex locus	180	0	0	0		7	37	-30
EDN3	24	44002752	18621	#73af42	endothelin 3	180	0	0	0		7	37	-30
MIR1-1	24	46452779	58	#73af42	microRNA mir-1-1	180	0	0	0		7	37	-30
MIR133C	24	46462042	85	#73af42	microRNA mir-133c	180	0	0	0		7	37	-30
COL9A3	24	46623806	15679	#73af42	collagen type IX alpha 3 chain	180	0	0	0		7	37	-30
MIR124-3	24	28302507	58	#73af42	microRNA mir-124-3	180	0	0	0		7	37	-30
MIR124-2	29	14375062	56	#73af42	microRNA mir-124-2	180	0	0	0		7	37	-30
MIR8809	24	47391287	144	#73af42	microRNA mir-8809	180	0	0	0		7	37	-30
BRCA2	25	7730811	63355	#73af42	BRCA2 DNA repair associated	180	0	0	0		7	37	-30
RXFP2	25	8311212	60579	#73af42	relaxin family peptide receptor 2	180	0	0	0		7	37	-30
HMGB1	25	9558389	6354	#73af42	high mobility group box 1	180	0	0	0		7	37	-30
MIR8825	25	9801784	144	#73af42	microRNA mir-8825	180	0	0	0		7	37	-30
SLC7A1	25	10300565	66445	#73af42	solute carrier family 7 member 1	180	0	0	0		7	37	-30
FLT3	25	11617543	76449	#73af42	fms related receptor tyrosine kinase 3	180	0	0	0		7	37	-30
PDX1	25	11765554	5021	#73af42	pancreatic and duodenal homeobox 1	180	0	0	0		7	37	-30
RPL21	25	12349127	5021	#73af42	ribosomal protein L21	180	0	0	0		7	37	-30
SGCG	25	15313964	77964	#73af42	sarcoglycan gamma	180	0	0	0		7	37	-30
SAP18	25	17019023	6299	#73af42	Sin3A associated protein 18	180	0	0	0		7	37	-30
GJB2	25	17957195	5424	#73af42	gap junction protein beta 2	180	0	0	0		7	37	-30
MPHOSPH8	25	18396529	50046	#73af42	M-phase phosphoprotein 8	180	0	0	0		7	37	-30
PARP4	25	18450481	90305	#73af42	poly(ADP-ribose) polymerase family member 4	180	0	0	0		7	37	-30
MIR8824	25	19022873	138	#73af42	microRNA mir-8824	180	0	0	0		7	37	-30
MIR8864-2	25	19970943	142	#73af42	microRNA mir-8864-2	180	0	0	0		7	37	-30
CLCN3	25	20623955	51275	#73af42	chloride voltage-gated channel 3	180	0	0	0		7	37	-30
HPGD	25	25076268	28331	#73af42	15-hydroxyprostaglandin dehydrogenase	180	0	0	0		7	37	-30
GATA4	25	26235249	50788	#73af42	GATA binding protein 4	180	0	0	0		7	37	-30
MIR8820	25	27649312	134	#73af42	microRNA mir-8820	180	0	0	0		7	37	-30
MIR124-1	25	28302507	58	#73af42	microRNA mir-124-1	180	0	0	0		7	37	-30
MIR8821	25	28611481	128	#73af42	microRNA mir-8821	180	0	0	0		7	37	-30
CLU	25	30103442	16743	#73af42	clusterin	180	0	0	0		7	37	-30
ADRA1A	25	30825262	103803	#73af42	adrenoceptor alpha 1A	180	0	0	0		7	37	-30
MIR320	25	35173630	53	#73af42	microRNA mir-320	180	0	0	0		7	37	-30
COL4A4	25	40038959	104311	#73af42	collagen type IV alpha 4 chain	180	0	0	0		7	37	-30
CCL20	25	40689847	2726	#73af42	C-C motif chemokine ligand 20	180	0	0	0		7	37	-30
HTR2B	25	43227978	14048	#73af42	5-hydroxytryptamine receptor 2B	180	0	0	0		7	37	-30
PTMA	25	43746908	4823	#73af42	prothymosin alpha	180	0	0	0		7	37	-30
PDE6D	25	43767671	53176	#73af42	phosphodiesterase 6D	180	0	0	0		7	37	-30
EIF4E2	25	44368971	17428	#73af42	eukaryotic translation initiation factor 4E family member 2	180	0	0	0		7	37	-30
SAG	25	44996643	31079	#73af42	S-antigen visual arrestin	180	0	0	0		7	37	-30
UGT1A6	25	45355559	45035	#73af42	UDP glucuronosyltransferase 1 family, polypeptide A6	180	0	0	0		7	37	-30
MIR8823	25	45404659	144	#73af42	microRNA mir-8823	180	0	0	0		7	37	-30
TRPM8	25	45501675	91856	#73af42	transient receptor potential cation channel subfamily M member 8	180	0	0	0		7	37	-30
ACKR3	25	47593385	1976	#73af42	atypical chemokine receptor 3	180	0	0	0		7	37	-30
COL6A3	25	48233582	80149	#73af42	collagen type VI alpha 3 chain	180	0	0	0		7	37	-30
MLPH	25	48382738	45714	#73af42	melanophilin	180	0	0	0		7	37	-30
MIR8822	25	49132235	112	#73af42	microRNA mir-8822	180	0	0	0		7	37	-30
cOR9S7P		50368033	471	#73af42		180	0	0	0		-1	-1	-1
OR9S5	25	50500017	950	#73af42	olfactory receptor family 9 subfamily S member 5	180	0	0	0		7	37	-30
COPS9	25	50592675	3334	#73af42	COP9 signalosome subunit 9	180	0	0	0		7	37	-30
MIR149	25	50776684	82	#73af42	microRNA mir-149	180	0	0	0		7	37	-30
KIF1A	25	50894784	64520	#73af42	kinesin family member 1A	180	0	0	0		7	37	-30
STK25	25	51467502	8881	#73af42	serine/threonine kinase 25	180	0	0	0		7	37	-30
PDCD1	25	51659966	9928	#73af42	programmed cell death 1	180	0	0	0		7	37	-30
RAN	26	1617356	1959	#73af42	RAN, member RAS oncogene family	180	0	0	0		7	37	-30
TMEM132C	26	3074531	202286	#73af42	transmembrane protein 132C	180	0	0	0		7	37	-30
CDK2AP1	26	6466330	10479	#73af42	cyclin dependent kinase 2 associated protein 1	180	0	0	0		7	37	-30
HCAR1	26	6915982	1088	#73af42	hydroxycarboxylic acid receptor 1	180	0	0	0		7	37	-30
DIABLO	26	7309065	18891	#73af42	diablo IAP-binding mitochondrial protein	180	0	0	0		7	37	-30
IL31	26	7357034	2044	#73af42	interleukin 31	180	0	0	0		7	37	-30
P2RX7	26	8159088	42761	#73af42	purinergic receptor P2X 7	180	0	0	0		7	37	-30
ATP2A2	26	8366182	372621	#73af42	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	180	0	0	0		7	37	-30
VPS29	26	8518556	7652	#73af42	VPS29 retromer complex component	180	0	0	0		7	37	-30
PPP1CC	26	8715062	19573	#73af42	protein phosphatase 1 catalytic subunit gamma	180	0	0	0		7	37	-30
MYL2	26	8840577	8017	#73af42	myosin light chain 2	180	0	0	0		7	37	-30
OAS1	26	10598606	10075	#73af42	2'-5'-oligoadenylate synthetase 1	180	0	0	0		7	37	-30
OAS3	26	10617704	18504	#73af42	2'-5'-oligoadenylate synthetase 3	180	0	0	0		7	37	-30
OAS2	26	10645194	15882	#73af42	2'-5'-oligoadenylate synthetase 2	180	0	0	0		7	37	-30
NOS1	26	14009781	83477	#73af42	nitric oxide synthase 1	180	0	0	0		7	37	-30
PEBP1	26	14748852	4231	#73af42	phosphatidylethanolamine binding protein 1	180	0	0	0		7	37	-30
MIR8819	26	14753026	144	#73af42	microRNA mir-8819	180	0	0	0		7	37	-30
HSPB8	26	15575862	12270	#73af42	heat shock protein family B (small) member 8	180	0	0	0		7	37	-30
RPLP0	26	16377241	5130	#73af42	ribosomal protein lateral stalk subunit P0	180	0	0	0		7	37	-30
PLA2G1B	26	16476786	8781	#73af42	phospholipase A2 group IB	180	0	0	0		7	37	-30
OASL	26	17082166	13671	#73af42	2'-5'-oligoadenylate synthetase like	180	0	0	0		7	37	-30
SELPLG	26	17751448	1686	#73af42	selectin P ligand	180	0	0	0		7	37	-30
TRPV4	26	18683516	20647	#73af42	transient receptor potential cation channel subfamily V member 4	180	0	0	0		7	37	-30
CRYBB2	26	19369483	9469	#73af42	crystallin beta B2	180	0	0	0		7	37	-30
TFIP11	26	20257931	14511	#73af42	tuftelin interacting protein 11	180	0	0	0		7	37	-30
CRYBA4	26	20358447	6612	#73af42	crystallin beta A4	180	0	0	0		7	37	-30
EWSR1	26	22661847	29670	#73af42	EWS RNA binding protein 1	180	0	0	0		7	37	-30
NEFH	26	22810029	8522	#73af42	neurofilament heavy chain	180	0	0	0		7	37	-30
LIF	26	23489168	3346	#73af42	LIF interleukin 6 family cytokine	180	0	0	0		7	37	-30
GAL3ST1	26	23723595	2061	#73af42	galactose-3-O-sulfotransferase 1	180	0	0	0		7	37	-30
SELENOM	26	24194481	2661	#73af42	selenoprotein M	180	0	0	0		7	37	-30
SLC5A1	26	24970435	71328	#73af42	solute carrier family 5 member 1	180	0	0	0		7	37	-30
SPECC1L	26	27513613	99261	#73af42	sperm antigen with calponin homology and coiled-coil domains 1 like	180	0	0	0		7	37	-30
ADORA2A	26	27619698	18028	#73af42	adenosine A2a receptor	180	0	0	0		7	37	-30
MMP11	26	28217197	9386	#73af42	matrix metallopeptidase 11	180	0	0	0		7	37	-30
ZDHHC8	26	28646511	13550	#73af42	zinc finger DHHC-type palmitoyltransferase 8	180	0	0	0		7	37	-30
MIR1306	26	28707576	57	#73af42	microRNA mir-1306	180	0	0	0		7	37	-30
MIR185	26	28747758	55	#73af42	microRNA mir-185	180	0	0	0		7	37	-30
COMT	26	28811616	5563	#73af42	catechol-O-methyltransferase	180	0	0	0		7	37	-30
MIR301B	26	30379140	75	#73af42	microRNA mir-301b	180	0	0	0		7	37	-30
MIR130B	26	30379469	59	#73af42	microRNA mir-130b	180	0	0	0		7	37	-30
MAPK1	26	30468306	119527	#73af42	mitogen-activated protein kinase 1	180	0	0	0		7	37	-30
MIR8905	26	30724431	144	#73af42	microRNA mir-8905	180	0	0	0		7	37	-30
PTEN	26	37265630	84183	#73af42	phosphatase and tensin homolog	180	0	0	0		7	37	-30
LIPF	26	37893844	16982	#73af42	lipase F, gastric type	180	0	0	0		7	37	-30
CH25H	26	38339015	1371	#73af42	cholesterol 25-hydroxylase	180	0	0	0		7	37	-30
OR6C69	27	67839	934	#73af42	olfactory receptor family 6 subfamily C member 69	180	0	0	0		7	37	-30
OR6C74	27	97904	936	#73af42	olfactory receptor family 6 subfamily C member 74	180	0	0	0		7	37	-30
OR6C69G	27	111905	935	#73af42	olfactory receptor family 6 subfamily C member 69G	180	0	0	0		7	37	-30
OR9K2C	27	203535	962	#73af42	olfactory receptor family 9 subfamily K member 2C	180	0	0	0		7	37	-30
PPP1R1A	27	754299	8106	#73af42	protein phosphatase 1 regulatory inhibitor subunit 1A	180	0	0	0		7	37	-30
MIR148B	27	991210	60	#73af42	microRNA mir-148b	180	0	0	0		7	37	-30
MIR615	27	1249996	84	#73af42	microRNA mir-615	180	0	0	0		7	37	-30
MIR196A-2	27	1292080	58	#73af42	microRNA mir-196a-2	180	0	0	0		7	37	-30
HOTAIR	27	1317847	3516	#73af42	HOX transcript antisense RNA	180	0	0	0		7	37	-30
PFDN5	27	1928914	3463	#73af42	prefoldin subunit 5	180	0	0	0		7	37	-30
KRT18	27	2207095	3899	#73af42	keratin 18	180	0	0	0		7	37	-30
KRT8	27	2239283	7666	#73af42	keratin 8	180	0	0	0		7	37	-30
KRT79	27	2287509	10676	#73af42	keratin 79	180	0	0	0		7	37	-30
KRT4	27	2307781	6736	#73af42	keratin 4	180	0	0	0		7	37	-30
KRT3	27	2336624	6136	#73af42	keratin 3	180	0	0	0		7	37	-30
KRT76	27	2354690	8318	#73af42	keratin 76	180	0	0	0		7	37	-30
KRT1	27	2438328	5005	#73af42	keratin 1	180	0	0	0		7	37	-30
KRT2	27	2463994	6617	#73af42	keratin 2	180	0	0	0		7	37	-30
KRT73	27	2493978	10537	#73af42	keratin 73	180	0	0	0		7	37	-30
KRT71	27	2552838	8270	#73af42	keratin 71	180	0	0	0		7	37	-30
KRT5	27	2583148	6360	#73af42	keratin 5	180	0	0	0		7	37	-30
KRT85	27	2722350	7449	#73af42	keratin 85	180	0	0	0		7	37	-30
NR4A1	27	2961333	7923	#73af42	nuclear receptor subfamily 4 group A member 1	180	0	0	0		7	37	-30
CELA1	27	3554804	18432	#73af42	chymotrypsin like elastase 1	180	0	0	0		7	37	-30
AQP2	27	4758676	7784	#73af42	aquaporin 2	180	0	0	0		7	37	-30
TMBIM6	27	4936445	23323	#73af42	transmembrane BAX inhibitor motif containing 6	180	0	0	0		7	37	-30
LOC106557476	27	5423976	4356	#73af42	tubulin alpha-1A chain	180	0	0	0		7	37	-30
ADCY6	27	5754314	13340	#73af42	adenylate cyclase 6	180	0	0	0		7	37	-30
LYZF2	27	5875505	2530	#73af42	lysozyme C, milk isozyme-like	180	0	0	0		7	37	-30
LALBA	27	5912583	2011	#73af42	lactalbumin alpha	180	0	0	0		7	37	-30
PFKM	27	6625373	20333	#73af42	phosphofructokinase, muscle	180	0	0	0		7	37	-30
COL2A1	27	6762038	30678	#73af42	collagen type II alpha 1 chain	180	0	0	0		7	37	-30
RAPGEF3	27	6997147	22585	#73af42	Rap guanine nucleotide exchange factor 3	180	0	0	0		7	37	-30
PTHLH	27	19782255	13579	#73af42	parathyroid hormone like hormone	180	0	0	0		7	37	-30
MRPS35	27	19984550	41688	#73af42	mitochondrial ribosomal protein S35	180	0	0	0		7	37	-30
PPFIBP1	27	20033148	56584	#73af42	PPFIA binding protein 1	180	0	0	0		7	37	-30
STK38L	27	20429279	80491	#73af42	serine/threonine kinase 38 like	180	0	0	0		7	37	-30
MED21	27	20618479	6555	#73af42	mediator complex subunit 21	180	0	0	0		7	37	-30
FGFR1OP2	27	20680184	11442	#73af42	FGFR1 oncogene partner 2	180	0	0	0		7	37	-30
INTS13	27	20711942	27634	#73af42	integrator complex subunit 13	180	0	0	0		7	37	-30
BHLHE41	27	21469068	4742	#73af42	basic helix-loop-helix family member e41	180	0	0	0		7	37	-30
LDHB	27	25492290	22460	#73af42	lactate dehydrogenase B	180	0	0	0		7	37	-30
IAPP	27	26484470	4485	#73af42	islet amyloid polypeptide	180	0	0	0		7	37	-30
SLCO1B3	27	26599886	60666	#73af42	solute carrier organic anion transporter family member 1B3	180	0	0	0		7	37	-30
GRIN2B	27	32798882	279238	#73af42	glutamate ionotropic receptor NMDA type subunit 2B	180	0	0	0		7	37	-30
CDKN1B	27	33812098	1144	#73af42	cyclin dependent kinase inhibitor 1B	180	0	0	0		7	37	-30
TAS2R42	27	34937004	971	#73af42	taste receptor, type 2, member 42	180	0	0	0		7	37	-30
CAFA-T2R67	27	34946106	938	#73af42	bitter taste receptor Cafa-T2R67	180	0	0	0		7	37	-30
CAFA-T2R43	27	34990295	1049	#73af42	bitter taste receptor Cafa-T2R43	180	0	0	0		7	37	-30
CAFA-T2R12	27	35054421	944	#73af42	bitter taste receptor Cafa-T2R12	180	0	0	0		7	37	-30
TAS2R10	27	35074217	971	#73af42	taste 2 receptor member 10	180	0	0	0		7	37	-30
TAS2R7	27	35097081	938	#73af42	taste 2 receptor member 7	180	0	0	0		7	37	-30
YBX3	27	35266703	27340	#73af42	Y-box binding protein 3	180	0	0	0		7	37	-30
KLRA1	27	35374701	9181	#73af42	killer cell lectin-like receptor subfamily A, member 1	180	0	0	0		7	37	-30
KLRD1	27	35929291	5308	#73af42	killer cell lectin like receptor D1	180	0	0	0		7	37	-30
AICDA	27	37294310	9671	#73af42	activation induced cytidine deaminase	180	0	0	0		7	37	-30
SLC2A3	27	37532589	124457	#73af42	solute carrier family 2 member 3	180	0	0	0		7	37	-30
CD163	27	37898050	27667	#73af42	CD163 molecule	180	0	0	0		7	37	-30
MIR141	27	38309150	85	#73af42	microRNA mir-141	180	0	0	0		7	37	-30
MIR200C	27	38309579	62	#73af42	microRNA mir-200c	180	0	0	0		7	37	-30
TPI1	27	38381481	3380	#73af42	triosephosphate isomerase 1	180	0	0	0		7	37	-30
GNB3	27	38402886	5832	#73af42	G protein subunit beta 3	180	0	0	0		7	37	-30
CD4	27	38430820	46642	#73af42	CD4 molecule	180	0	0	0		7	37	-30
GAPDH	27	38695468	3761	#73af42	glyceraldehyde-3-phosphate dehydrogenase	180	0	0	0		7	37	-30
